日期,姓名,年龄,工资,邮箱,手机号,地址,部门,产品编码,订单金额,客户评分,物流时效,评价数量
2023-08-31,赵六,52,10475,user242@example.com,18420935545,北京市朝阳区建国路49号,市场部,PRD5824,3798.03,91.8,3.9,86
2023-01-02,孙八,48,16559,user1@example.com,19279282681,北京市朝阳区建国路90号,市场部,PRD2438,4632.85,68.9,20.7,95
2023-12-05,赵六,33,9197,user338@example.com,19663075297,北京市朝阳区建国路40号,市场部,PRD5956,2065.11,82.4,19.3,86
2025-07-16,吴十,58,5514,user927@example.com,19602857992,北京市朝阳区建国路65号,人事部,PRD6627,7481.86,100,48.9,95
2024-02-22,孙八,29,12980,user417@example.com,17801324427,北京市朝阳区建国路75号,销售部,PRD4430,1993.46,79.9,20.0,95
2025-03-03,钱七,22,8380,user792@example.com,17801996312,北京市朝阳区建国路80号,销售部,PRD8802,1976.78,80.8,10.0,104
2023-04-02,王五,24,13914,user91@example.com,17525449181,北京市朝阳区建国路67号,Tech,PRD4862,1522.68,73.7,21.4,90
2024-03-04,吴十,51,11640,user428@example.com,17439511008,北京市朝阳区建国路48号,市场部,PRD5980,5538.77,76.6,25.0,100
2025-06-12,张三,27,18616,user893@example.com,18507955832,北京市朝阳区建国路73号,人事部,PRD3979,2855.61,69.5,6.0,90
2023-07-11,赵六,43,9491,user191@example.com,13834923169,北京市朝阳区建国路65号,销售部,PRD7702,4972.43,80.2,14.8,90
2023-04-13,孙八,56,12186,user102@example.com,19264067897,北京市朝阳区建国路79号,市场部,PRD_1234,2932.15,77.9,13.3,90
2024-11-06,吴十,49,15706,user675@example.com,18734946415,北京市朝阳区建国路94号,销售部,PRD8615,1633.84,72.9,48.7,103
2025-07-07,钱七,34,5458,user918@example.com,13482721710,北京市朝阳区建国路86号,人事部,PRD2558,2388.53,85.8,17.6,108
2023-11-19,钱七,59,10760,user322@example.com,15776790193,北京市朝阳区建国路34号,市场部,PRD4429,7974.3,91.3,29.0,90
2023-04-26,李四,45,14138,user115@example.com,13418068919,北京市朝阳区建国路1号,技术部,PRD2899,1815.06,88.9,8.2,99
2023-07-09,王五,36,9566,user189@example.com,17117315303,北京市朝阳区建国路22号,市场部,PRD7955,6429.23,92.0,1.7,97
2023-10-23,李四,25,6333,user295@example.com,15346943461,北京市朝阳区建国路58号,人事部,PRD8434,2485.16,76.2,24.1,121
2023-08-14,周九,54,12368,user225@example.com,13166373350,北京市朝阳区建国路62号,市场部,PRD1285,2070.01,75.5,,96
2023-09-28,吴十,36,17989,user270@example.com,19474837228,北京市朝阳区建国路90号,技术部,PRD5818,2752.93,81.5,23.4,100
2025-09-26,钱七,48,17582,user999@example.com,13611884763,北京市朝阳区建国路32号,技术部,PRD7075,4893.33,72.2,7.0,99
2024-07-14,周九,58,15568,user560@example.com,13143489598,北京市朝阳区建国路45号,销售部,PRD8508,2703.11,88.3,10.2,91
2024-09-16,周九,52,19688,user624@example.com,13452276977,北京市朝阳区建国路98号,市场部,PRD5017,3767.92,84.1,10.1,93
2023-07-22,钱七,48,10619,user202@example.com,13612109144,北京市朝阳区建国路56号,人事部,PRD3948,-50,100,19.6,107
2023-07-08,吴十,30,17994,user188@example.com,19591294485,北京市朝阳区建国路96号,人事部,PRD2055,2279.26,99.0,23.5,92
2024-06-02,钱七,48,14076,user518@example.com,18470830409,北京市朝阳区建国路32号,技术部,PRD6934,827.65,94.3,18.6,76
2024-05-07,孙八,55,13056,user492@example.com,15666769108,北京市朝阳区建国路51号,人事部,PRD9098,1425.49,93.7,1.7,120
2023-05-07,钱七,51,8451,user126@example.com,17195067934,北京市朝阳区建国路66号,销售部,PRD3884,4638.31,76.0,5.1,104
2024-01-08,李四,56,16834,user372@example.com,15372377439,北京市朝阳区建国路28号,人事部,PRD9350,2230.91,83.8,47.8,101
2024-07-17,孙八,32,6380,user563@example.com,19634412393,北京市朝阳区建国路66号,人事部,PRD5081,2733.37,76.4,22.7,99
2023-03-18,张三,34,13533,user76@example.com,,北京市朝阳区建国路73号,销售部,PRD2388,2836.69,83.7,20.7,89
2024-04-14,钱七,43,5920,user469@example.com,17902900149,北京市朝阳区建国路56号,技术部,PRD9653,1516.17,73.7,14.1,108
2023-10-24,孙八,54,17385,user296@example.com,18720500084,北京市朝阳区建国路75号,销售部,PRD8054,4817.28,100,43.2,113
2025-02-25,张三,36,6607,user786@example.com,17466465094,北京市朝阳区建国路68号,销售部,PRD1406,2019.04,87.8,8.1,106
2024-07-29,李四,55,17457,user575@example.com,15103070117,北京市朝阳区建国路45号,人事部,PRD9686,1696.05,71.0,10.3,91
2023-07-14,周九,25,5804,user194@example.com,15392746854,北京市朝阳区建国路27号,人事部,PRD1769,2026.1,87.0,10.5,102
2025-01-10,吴十,20,11540,user740@example.com,13446096822,北京市朝阳区建国路84号,销售部,PRD1053,10038.31,94.8,20.7,119
2024-06-30,赵六,50,15929,user546@example.com,13197310487,北京市朝阳区建国路94号,销售部,PRD4965,5281.02,68.5,24.9,102
2025-07-22,张三,34,18258,user933@example.com,13380414334,北京市朝阳区建国路11号,销售部,PRD9138,2145.28,73.0,13.4,112
2023-03-19,王五,20,19811,user77@example.com,,北京市朝阳区建国路65号,销售部,PRD6851,2770.97,88.3,8.2,90
2024-02-04,周九,49,6500,user399@example.com,13231841756,北京市朝阳区建国路79号,销售部,PRD1382,3181.59,100,32.9,115
2025-07-08,李四,52,18395,user919@example.com,18924882966,北京市朝阳区建国路76号,人事部,PRD9186,3248.77,63.7,33.8,86
2023-02-07,李   四,23,12973,user37@example.com,19644971678,北京市朝阳区建国路90号,技术部,PRD4521,4398.28,92.2,37.9,113
2025-06-08,钱七,20,8041,user889@example.com,15776529448,北京市朝阳区建国路96号,市场部,PRD1930,2363.13,79.1,16.4,78
2023-06-14,赵六,51,11612,user164@example.com,15200693411,北京市朝阳区建国路58号,技术部,PRD3478,2023.17,78.6,4.6,99
2023-11-28,孙八,32,17418,user331@example.com,13409476914,北京市朝阳区建国路68号,技术部,PRD8696,4150.11,83.0,19.5,115
01-15-2023,王五,55,19755,user11@example.com,17970410582,北京市朝阳区建国路56号,销售部,PRD8917,3019.25,78.1,49.5,101
2024-07-11,钱七,39,5892,user557@example.com,17867790572,北京市朝阳区建国路93号,市场部,PRD2801,5665.16,85.8,26.8,116
2023-08-28,孙八,22,15367,user239@example.com,19371259178,北京市朝阳区建国路85号,销售部,PRD4329,7426.35,69.4,4.4,未知
2024-02-23,王五,38,18409,user418@example.com,13756509181,北京市朝阳区建国路91号,技术部,PRD2281,6873.85,77.8,6.2,93
2025-05-08,张三,52,16128,user858@example.com,17760270050,北京市朝阳区建国路86号,市场部,PRD9614,3831.6,100,15.2,95
2025-05-15,钱七,32,7720,user865@example.com,17377260371,北京市朝阳区建国路61号,销售部,PRD3691,3463.8,74.7,8.9,90
2023-11-07,吴十,50,12101,user310@example.com,15716248305,北京市朝阳区建国路75号,销售部,PRD2401,3340.08,88.9,23.5,101
2024-08-20,张三,27,13987,user597@example.com,18301463132,北京市朝阳区建国路51号,销售部,PRD5395,15612.01,89.5,37.0,102
2024-11-02,孙八,22,19700,user671@example.com,15109243729,北京市朝阳区建国路35号,销售部,PRD7374,4280.87,66.3,8.3,88
2024-01-27,赵六,45,13820,user391@example.com,13568166140,北京市朝阳区建国路11号,人事部,PRD1252,3014.86,81.3,17.8,106
2023-08-08,孙八,30,17808,user219@example.com,18365459475,北京市朝阳区建国路8号,销售部,PRD8450,6571.9,N/A,33.9,108
2024-06-24,张三,36,6913,user540@example.com,15284900473,北京市朝阳区建国路79号,技术部,PRD9338,1874.83,90.4,2.6,93
2024-06-26,张三,44,14788,user542@example.com,13126888672,北京市朝阳区建国路30号,销售部,PRD6945,1664.04,87.6,10.5,89
2023-08-27,周九,35,11981,user238@example.com,13250694433,北京市朝阳区建国路94号,技术部,PRD8704,6187.55,88.5,48.4,
2023-10-13,周九,47,13340,user285@example.com,15376446018,北京市朝阳区建国路57号,技术部,PRD4958,4312.27,99.8,35.6,100
2025-02-05,周九,21,6682,user766@example.com,15634467862,北京市朝阳区建国路58号,销售部,PRD1375,1679.31,75.5,6.4,101
2023-08-26,李四,38,5074,user237@example.com,15776772554,北京市朝阳区建国路13号,技术部,PRD5593,2456.78,65.4,21.1,有争议
2023-06-12,周九,43,13356,user162@example.com,13252297339,北京市朝阳区建国路83号,市场部,PRD3459,2671.14,66.2,15.1,100
2024-06-11,王五,32,15992,user527@example.com,18442894029,北京市朝阳区建国路67号,技术部,PRD9906,3145.56,82.4,34.7,100
2024-11-17,周九,57,14437,user686@example.com,15280746492,北京市朝阳区建国路56号,人事部,PRD9809,3021.41,83.6,7.2,98
2023-06-24,周九,21,9242,user174@example.com,15193591787,北京市朝阳区建国路72号,技术部,PRD5563,5063.77,83.0,11.5,90
2025-06-26,王五,44,10383,user907@example.com,15197822791,北京市朝阳区建国路52号,人事部,PRD2894,5757.69,100,18.5,105
2024-12-08,周九,36,16383,user707@example.com,17206218402,北京市朝阳区建国路41号,销售部,PRD7158,7287.52,89.7,17.0,115
2025-03-14,张三,53,11059,user803@example.com,15882781310,北京市朝阳区建国路71号,市场部,PRD5875,4232.92,100,5.4,105
2024-05-18,周九,24,14655,user503@example.com,17992933951,北京市朝阳区建国路100号,人事部,PRD6583,2356.68,80.3,27.1,98
2023-10-08,孙八,46,9788,user280@example.com,18273270601,北京市朝阳区建国路94号,市场部,PRD7282,4562.71,79.1,22.8,101
2023-07-27,张三,45,17880,user207@example.com,18724620898,北京市朝阳区建国路29号,销售部,PRD1580,,77.2,26.6,107
2024-12-10,吴十,43,7353,user709@example.com,19977552379,北京市朝阳区建国路54号,技术部,PRD8350,1813.3,77.9,19.5,103
2024-03-23,李四,21,16404,user447@example.com,18250759009,北京市朝阳区建国路48号,销售部,PRD7471,3526.63,80.0,19.5,108
2023-03-13,孙八,37,18395,user71@example.com,12345678901234,北京市朝阳区建国路15号,销售部,PRD8413,7233.79,71.8,19.8,97
2023-01-22,王五,40,19222,user21@example.com,19952595904,北京市朝阳区建国路29号,技术部,PRD1360,4464.48,89.7,36.4,108
2025-01-30,赵六,33,5988,user760@example.com,15695705447,北京市朝阳区建国路40号,市场部,PRD7945,2028.61,81.3,13.3,98
2023-01-23,钱七,52,7708,user22@example.com,19579975391,北京市朝阳区建国路59号,人事部,PRD7688,2743.33,85.8,41.7,94
2025-03-23,周九,49,15445,user812@example.com,17946158191,北京市朝阳区建国路64号,人事部,PRD8861,2761.34,91.0,10.8,93
2024-09-09,张三,37,6312,user617@example.com,19399998567,北京市朝阳区建国路58号,人事部,PRD3835,1823.38,76.4,6.3,101
2025-06-02,张三,30,15433,user883@example.com,15145827193,北京市朝阳区建国路9号,销售部,PRD6770,4756.95,76.0,9.3,93
2023-01-30,吴十,34,9212,user29@example.com,15926514463,北京市朝阳区建国路86号,技术部,PRD9452,3777.44,85.4,24.2,82
2023-01-09,王五,30,8476,user8@example.com,17352706215,北京市朝阳区建国路40号,销售部,PRD5741,2170.75,87.9,59.7,80
2024-03-13,赵六,31,14323,user437@example.com,13521956405,北京市朝阳区建国路5号,销售部,PRD9098,6887.13,75.9,3.5,99
2025-02-17,吴十,47,8056,user778@example.com,15515811430,北京市朝阳区建国路50号,市场部,PRD9095,2293.81,68.4,10.7,102
2024-09-03,吴十,32,16303,user611@example.com,13984806298,北京市朝阳区建国路4号,市场部,PRD5528,3271.86,97.0,22.5,103
2023-08-22,吴十,56,16372,user233@example.com,13600959644,北京市朝阳区建国路65号,人事部,PRD1882,2392.05,90.8,9.0,1000+
2023-10-29,王五,54,17693,user301@example.com,18127683746,北京市朝阳区建国路37号,市场部,PRD9443,8319.59,93.5,55.9,115
2023-10-16,钱七,38,15250,user288@example.com,13668577926,北京市朝阳区建国路23号,销售部,PRD8825,2161.21,95.1,28.7,101
2025-05-05,王五,55,14768,user855@example.com,15522567792,北京市朝阳区建国路69号,技术部,PRD4799,1835.44,88.4,48.0,89
2024-05-24,张三,42,6868,user509@example.com,13334326781,北京市朝阳区建国路95号,人事部,PRD2708,2929.08,55.1,10.6,98
2023-01-21,吴十,21,10031,user20@example.com,17442762730,北京市朝阳区建国路58号,市场部,PRD8277,6463.02,90.0,1.6,94
2023-01-31, 张三,22,18224,user30@example.com,19498388455,北京市朝阳区建国路98号,销售部,PRD9126,1454.58,91.8,56.2,98
2023-09-23,王五,40,14900,user265@example.com,18858017391,北京市朝阳区建国路36号,人事部,PRD9295,5801.2,95.2,53.9,104
2024-03-25,吴十,42,18919,user449@example.com,17749103493,北京市朝阳区建国路98号,销售部,PRD5904,3844.65,98.9,33.9,96
2025-02-19,钱七,58,5791,user780@example.com,19666744050,北京市朝阳区建国路31号,技术部,PRD1453,10507.38,77.6,23.7,94
2024-11-20,王五,53,5277,user689@example.com,13119129716,北京市朝阳区建国路72号,市场部,PRD9072,5817.31,98.2,32.2,100
2024-01-09,王五,45,8993,user373@example.com,15969536149,北京市朝阳区建国路48号,人事部,PRD9400,3255.42,78.6,12.3,93
2025-01-02,周九,38,16801,user732@example.com,18361472306,北京市朝阳区建国路67号,人事部,PRD2027,5390.54,75.5,20.1,89
2025-06-04,王五,53,5089,user885@example.com,15313379944,北京市朝阳区建国路18号,人事部,PRD4811,8141.22,87.6,3.0,99
2025-08-22,王五,31,13946,user964@example.com,13701448419,北京市朝阳区建国路65号,销售部,PRD9818,2147.35,87.0,11.5,99
2024-06-27,吴十,23,15106,user543@example.com,18531763565,北京市朝阳区建国路44号,市场部,PRD1616,1302.75,97.7,27.4,108
2025-01-08,李四,40,19288,user738@example.com,13315529055,北京市朝阳区建国路8号,市场部,PRD3408,1136.15,70.3,37.5,98
2023-10-19,吴十,36,14328,user291@example.com,19280835754,北京市朝阳区建国路78号,销售部,PRD2874,8981.39,80.1,58.6,93
2024-06-03,孙八,30,8564,user519@example.com,15848082281,北京市朝阳区建国路99号,技术部,PRD9165,19587.54,82.6,25.4,99
20230117,周九,43,8030,user13@example.com,17581480968,北京市朝阳区建国路27号,销售部,PRD3639,8277.77,76.7,19.0,94
2024-01-28,周九,35,12686,user392@example.com,13341145055,北京市朝阳区建国路78号,销售部,PRD6007,4559.32,68.0,8.8,106
2024-11-14,李四,21,6435,user683@example.com,17615975702,北京市朝阳区建国路100号,人事部,PRD1200,4773.15,78.9,43.8,85
2025-04-10,吴十,23,18375,user830@example.com,15799030941,北京市朝阳区建国路98号,销售部,PRD7471,2202.82,87.3,32.8,85
2025-02-14,张三,34,16425,user775@example.com,13373296184,北京市朝阳区建国路28号,销售部,PRD1386,2272.75,100,27.2,89
2023-04-15,吴十,59,5768,user104@example.com,13543748617,北京市朝阳区建国路67号,人事部,Prd1234,8076.84,82.8,21.6,78
2024-07-08,吴十,22,17261,user554@example.com,17223373881,北京市朝阳区建国路33号,销售部,PRD3712,6083.58,85.7,39.0,94
2025-09-05,李四,25,5956,user978@example.com,17257477215,北京市朝阳区建国路95号,人事部,PRD1902,4150.09,93.4,18.1,119
2025-03-02,张三,29,8676,user791@example.com,18624851365,北京市朝阳区建国路18号,销售部,PRD5620,5456.2,84.6,41.1,109
2024-08-24,孙八,27,10233,user601@example.com,15264232933,北京市朝阳区建国路35号,技术部,PRD7175,1031.28,82.9,24.0,102
2024-08-12,张三,29,10295,user589@example.com,18278529207,北京市朝阳区建国路80号,销售部,PRD3872,6268.97,89.5,10.2,106
2023-01-06,钱七,58,6792,user5@example.com,19867474237,北京市朝阳区建国路37号,销售部,PRD1597,1369.09,91.9,8.3,107
2025-09-06,吴十,27,7071,user979@example.com,19802296014,北京市朝阳区建国路33号,市场部,PRD5404,3656.84,87.1,6.3,102
2023-11-26,周九,44,18350,user329@example.com,19372931981,北京市朝阳区建国路20号,市场部,PRD3539,2682.4,89.5,24.3,99
2025-03-05,周九,55,13782,user794@example.com,17193135165,北京市朝阳区建国路4号,技术部,PRD5910,914.1,74.3,9.3,95
2024-08-15,钱七,27,17741,user592@example.com,18730926268,北京市朝阳区建国路98号,销售部,PRD1870,4838.08,60.1,7.4,106
2024-06-07,钱七,29,17513,user523@example.com,13364765864,北京市朝阳区建国路57号,市场部,PRD7868,3538.06,78.9,7.1,97
2024-11-16,孙八,58,7382,user685@example.com,18492589246,北京市朝阳区建国路97号,人事部,PRD2963,2545.97,81.4,8.4,107
2023-02-23,吴十,21,N/A,user53@example.com,19913377074,北京市朝阳区建国路34号,销售部,PRD9776,13834.48,78.1,27.1,101
2024-01-23,王五,41,17537,user387@example.com,17774718824,北京市朝阳区建国路84号,技术部,PRD5598,3886.11,100,48.0,107
2024-04-11,赵六,29,15616,user466@example.com,18525667114,北京市朝阳区建国路57号,市场部,PRD7368,2795.09,69.8,24.1,105
2024-09-01,吴十,52,18634,user609@example.com,17443738468,北京市朝阳区建国路4号,技术部,PRD1195,2964.37,81.6,21.9,90
2023-10-03,赵六,49,8067,user275@example.com,18661484152,北京市朝阳区建国路16号,技术部,PRD1116,4956.49,71.0,12.6,94
2023-11-10,李四,43,11122,user313@example.com,18767214817,北京市朝阳区建国路82号,市场部,PRD6977,4477.07,100,11.1,92
2024-12-22,张三,27,10126,user721@example.com,13491415513,北京市朝阳区建国路36号,市场部,PRD7605,4165.6,88.1,7.8,88
2025-04-02,王五,55,12099,user822@example.com,19534904592,北京市朝阳区建国路32号,人事部,PRD1167,3874.0,82.6,4.9,101
2023-02-28,钱七,45,invalid_salary,user58@example.com,17988636099,北京市朝阳区建国路90号,人事部,PRD9861,10269.18,82.2,21.0,86
2023-11-12,王五,41,19536,user315@example.com,17494976955,北京市朝阳区建国路43号,人事部,PRD6220,993.88,83.5,6.9,97
2024-07-26,张三,40,10016,user572@example.com,19172126854,北京市朝阳区建国路16号,技术部,PRD2864,1136.22,84.1,16.2,96
2024-11-26,周九,57,12491,user695@example.com,15430170935,北京市朝阳区建国路15号,市场部,PRD1028,4251.76,99.9,25.3,93
2023-11-01,李四,51,10408,user304@example.com,17911877544,北京市朝阳区建国路5号,技术部,PRD1220,3108.92,85.4,1.7,83
2023-02-01,李四 ,56,12970,user31@example.com,19631726240,北京市朝阳区建国路40号,销售部,PRD5470,3892.32,82.9,14.4,84
2023-11-08,王五,22,12674,user311@example.com,13108738018,北京市朝阳区建国路36号,销售部,PRD5107,5435.07,83.0,0.5,80
2025-02-02,李四,42,18156,user763@example.com,19783034950,北京市朝阳区建国路37号,技术部,PRD5201,2658.34,89.3,15.9,95
2023-11-23,孙八,48,6639,user326@example.com,13932369338,北京市朝阳区建国路67号,销售部,PRD7721,2571.8,87.5,29.3,96
2023-10-28,孙八,50,9853,user300@example.com,13196412054,北京市朝阳区建国路68号,市场部,PRD5573,5272.1,100,1.6,102
2024-09-30,吴十,20,19468,user638@example.com,15501505015,北京市朝阳区建国路31号,销售部,PRD2732,4313.32,92.8,1.4,110
2023-04-04,王五,47,7079,user93@example.com,18836362504,北京市朝阳区建国路39号,HR,PRD6782,1031.67,75.7,59.6,91
2025-06-01,周九,33,8174,user882@example.com,19403403895,北京市朝阳区建国路12号,人事部,PRD6602,3880.43,87.0,63.8,91
2023-09-15,王五,21,18018,user257@example.com,19675619951,北京市朝阳区建国路13号,市场部,PRD2201,9541.04,99.3,47.4,90
2024-09-17,孙八,20,19906,user625@example.com,17677203715,北京市朝阳区建国路25号,技术部,PRD9431,2801.94,79.7,13.1,106
2025-08-21,周九,23,19025,user963@example.com,13603084644,北京市朝阳区建国路21号,销售部,PRD5715,3314.6,90.7,19.7,91
2024-07-15,周九,20,9675,user561@example.com,15258813323,北京市朝阳区建国路57号,人事部,PRD8501,1906.56,83.4,5.8,91
2023-01-29,钱七,35,11456,user28@example.com,17376373658,北京市朝阳区建国路74号,销售部,PRD2141,8118.84,77.4,14.1,94
2023-05-15,周九,55,16271,user134@example.com,17135632052,北京市朝阳区建国路38号,人事部,PRD2830,3555.09,82.0,15.6,74
2024-02-12,周九,55,6466,user407@example.com,17744867850,北京市朝阳区建国路90号,市场部,PRD5135,1609.04,74.0,10.9,98
2024-11-28,王五,43,19527,user697@example.com,19335827822,北京市朝阳区建国路24号,人事部,PRD3885,2112.95,89.4,32.3,90
2023-11-06,张三,44,17112,user309@example.com,17347729473,北京市朝阳区建国路81号,市场部,PRD9788,4026.51,73.5,16.9,98
2023-12-11,赵六,21,9090,user344@example.com,13741892567,北京市朝阳区建国路34号,人事部,PRD8846,1208.54,73.0,9.8,96
2023-08-18,王五,21,7051,user229@example.com,15499356072,北京市朝阳区建国路93号,技术部,PRD4825,2202.03,72.7,0,101
2023-12-09,李四,47,14828,user342@example.com,13858872634,北京市朝阳区建国路91号,市场部,PRD5197,1282.04,93.7,20.5,92
2023-11-05,张三,37,6762,user308@example.com,18638833288,北京市朝阳区建国路65号,市场部,PRD2725,5351.43,87.4,21.8,95
2025-07-20,李四,26,18161,user931@example.com,17936698048,北京市朝阳区建国路74号,销售部,PRD4588,6257.19,86.3,13.6,102
2025-04-24,李四,38,11154,user844@example.com,17357165016,北京市朝阳区建国路99号,技术部,PRD2384,6102.57,63.5,9.6,98
2025-08-15,李四,43,5661,user957@example.com,19592233337,北京市朝阳区建国路37号,技术部,PRD6337,1249.14,71.1,8.6,102
2024-11-19,张三,57,10084,user688@example.com,19118280386,北京市朝阳区建国路54号,销售部,PRD6613,1467.79,65.9,20.0,112
2024-05-22,吴十,40,13202,user507@example.com,13779057226,北京市朝阳区建国路95号,市场部,PRD6043,2388.05,73.5,17.1,106
2023-07-10,李四,57,16382,user190@example.com,13475969035,北京市朝阳区建国路95号,人事部,PRD2455,3104.83,80.6,15.6,117
2024-01-10,李四,42,13680,user374@example.com,18594317807,北京市朝阳区建国路57号,人事部,PRD8714,7842.65,100,13.7,86
2024-05-25,孙八,35,19561,user510@example.com,18772787834,北京市朝阳区建国路2号,销售部,PRD6299,5858.39,83.1,33.1,92
2024-08-09,孙八,42,19663,user586@example.com,15271270661,北京市朝阳区建国路23号,销售部,PRD1808,487.01,66.3,20.3,85
2024-03-15,孙八,20,13502,user439@example.com,18655487902,北京市朝阳区建国路88号,市场部,PRD2635,2629.28,78.3,3.5,94
2024-02-29,吴十,43,17651,user424@example.com,17783833664,北京市朝阳区建国路47号,技术部,PRD3598,4798.67,74.0,10.6,108
2025-04-29,周九,20,8496,user849@example.com,18958466847,北京市朝阳区建国路77号,人事部,PRD7032,2563.37,82.9,1.6,98
2023-03-29,孙八,27,15454,user87@example.com,17137866516,	北京市朝阳区建国路2号,人事部,PRD2871,5728.73,89.8,67.6,125
2024-07-09,周九,32,9876,user555@example.com,17880103997,北京市朝阳区建国路2号,市场部,PRD1997,4559.56,82.9,20.7,99
2025-05-20,张三,56,19331,user870@example.com,18672867785,北京市朝阳区建国路26号,销售部,PRD1449,4108.05,100,10.9,92
2023-05-06,张三,58,11305,user125@example.com,13547180483,北京市朝阳区建国路61号,销售部,PRD3540,5066.61,87.6,37.3,97
2023-09-06,赵六,59,18689,user248@example.com,13132906435,北京市朝阳区建国路9号,技术部,PRD2868,2255.73,89.7,14.7,98
2023-12-25,张三,23,10895,user358@example.com,17780456814,北京市朝阳区建国路20号,市场部,PRD4876,2461.6,90.7,6.1,112
2025-05-29,赵六,49,19451,user879@example.com,13167755651,北京市朝阳区建国路12号,市场部,PRD6903,2058.33,75.2,24.6,108
2025-01-12,孙八,31,8342,user742@example.com,13772054494,北京市朝阳区建国路4号,市场部,PRD8885,2659.72,94.8,13.0,91
2024-11-22,孙八,49,12059,user691@example.com,15748936775,北京市朝阳区建国路69号,人事部,PRD1411,4586.68,80.9,24.2,90
2024-12-30,吴十,46,15698,user729@example.com,15702465259,北京市朝阳区建国路8号,技术部,PRD2560,1401.72,86.6,26.9,97
2025-09-25,吴十,28,14989,user998@example.com,17733755924,北京市朝阳区建国路69号,销售部,PRD1101,2754.84,90.7,22.8,90
2025-03-16,吴十,56,10655,user805@example.com,13142247796,北京市朝阳区建国路76号,销售部,PRD2268,1166.14,95.6,16.5,111
2025-07-15,王五,59,5894,user926@example.com,19631894848,北京市朝阳区建国路62号,销售部,PRD9529,2043.55,77.9,4.3,94
2023-09-11,李四,44,17244,user253@example.com,18360944559,北京市朝阳区建国路84号,销售部,PRD9766,2241.85,82.6,41.9,117
2024-07-01,赵六,38,14041,user547@example.com,18319338043,北京市朝阳区建国路84号,人事部,PRD3820,4055.59,75.4,27.1,99
2023-08-01,钱七,26,9223,user212@example.com,15711692015,北京市朝阳区建国路41号,技术部,PRD4942,4220.8,A+,15.1,99
2025-01-22,李四,36,8155,user752@example.com,19867367694,北京市朝阳区建国路68号,市场部,PRD8314,1142.67,80.9,3.4,92
2025-02-10,赵六,42,17857,user771@example.com,18566651594,北京市朝阳区建国路49号,市场部,PRD5420,2979.69,89.5,11.3,124
2024-12-03,周九,48,13073,user702@example.com,19804215182,北京市朝阳区建国路13号,人事部,PRD1811,3290.7,93.5,16.2,94
2023-12-02,赵六,20,13363,user335@example.com,18625289564,北京市朝阳区建国路91号,销售部,PRD2416,3350.16,69.5,15.4,104
2023-07-19,周九,28,18364,user199@example.com,18970507759,北京市朝阳区建国路6号,销售部,PRD5939,3843.58,94.4,16.8,121
2023-01-07,赵六,38,16053,user6@example.com,15470174856,北京市朝阳区建国路56号,人事部,PRD9707,3788.83,80.0,11.2,87
2023-03-12,李四,35,9944,user70@example.com,123,北京市朝阳区建国路28号,技术部,PRD4674,3143.35,71.5,17.3,91
2023-07-18,赵六,52,18192,user198@example.com,15157822696,北京市朝阳区建国路29号,销售部,PRD1134,1680.63,86.9,11.9,93
2025-06-30,张三,58,8389,user911@example.com,19556974214,北京市朝阳区建国路7号,市场部,PRD3416,2356.17,83.6,9.0,79
2025-05-28,张三,54,11732,user878@example.com,17599305654,北京市朝阳区建国路38号,销售部,PRD1525,4931.33,84.5,28.0,100
2024-04-18,张三,37,17676,user473@example.com,13278538603,北京市朝阳区建国路5号,技术部,PRD3498,11370.53,88.6,8.4,104
2023-06-04,钱七,22,7143,user154@example.com,18366823677,北京市朝阳区建国路27号,人事部,PRD8734,3873.59,84.6,15.3,88
2025-09-04,周九,57,15169,user977@example.com,18544359182,北京市朝阳区建国路27号,人事部,PRD3730,3508.34,83.5,11.0,113
2023-02-18,李四,30,9971,user48@example.com,15294153239,北京市朝阳区建国路17号,销售部,PRD1850,1272.81,81.1,5.6,89
2023-11-15,赵六,46,6524,user318@example.com,17990382883,北京市朝阳区建国路87号,人事部,PRD9423,2744.99,87.0,10.3,103
2025-06-20,王五,24,11917,user901@example.com,18542078871,北京市朝阳区建国路47号,技术部,PRD7570,2005.82,100,14.0,89
2023-08-25,钱七,54,13996,user236@example.com,13287271185,北京市朝阳区建国路35号,技术部,PRD2825,7857.51,74.9,14.0,restricted
2023-07-29,赵六,38,7679,user209@example.com,19984924291,北京市朝阳区建国路61号,技术部,PRD8694,error,70.9,7.9,103
2025-09-17,吴十,31,11563,user990@example.com,19455086138,北京市朝阳区建国路42号,销售部,PRD4769,5852.43,89.4,13.6,83
2025-04-22,孙八,45,13357,user842@example.com,19283103147,北京市朝阳区建国路53号,技术部,PRD5046,1058.4,76.4,15.1,98
2024-06-10,钱七,26,5936,user526@example.com,18381511172,北京市朝阳区建国路79号,人事部,PRD5047,4160.38,97.2,23.8,112
2024-06-12,周九,59,15745,user528@example.com,13484729755,北京市朝阳区建国路14号,人事部,PRD8503,2648.1,88.5,15.1,114
2024-05-31,张三,54,12827,user516@example.com,13970897909,北京市朝阳区建国路12号,市场部,PRD5037,2085.16,75.5,10.0,101
2023-07-23,李四,22,16769,user203@example.com,13661165728,北京市朝阳区建国路70号,技术部,PRD2077,500.999,82.8,4.4,104
2023-11-29,孙八,26,16761,user332@example.com,15294192435,北京市朝阳区建国路99号,销售部,PRD7851,3059.97,82.9,28.6,91
